timestamp,value,split
2023-09-06 00:00:00,5272.49,context
2023-09-07 00:00:00,4632.82,context
2023-09-08 00:00:00,5308.27,context
2023-09-09 00:00:00,5223.41,context
2023-09-10 00:00:00,4739.17,context
2023-09-11 00:00:00,2975.58,context
2023-09-12 00:00:00,3262.62,context
2023-09-13 00:00:00,5194.8,context
2023-09-14 00:00:00,4835.11,context
2023-09-15 00:00:00,5231.32,context
2023-09-16 00:00:00,4693.95,context
2023-09-17 00:00:00,5089.19,context
2023-09-18 00:00:00,3315.25,context
2023-09-19 00:00:00,3098.75,context
2023-09-20 00:00:00,5071.07,context
2023-09-21 00:00:00,5361.15,context
2023-09-22 00:00:00,5390.68,context
2023-09-23 00:00:00,5470.23,context
2023-09-24 00:00:00,5395.6,context
2023-09-25 00:00:00,3356.24,context
2023-09-26 00:00:00,3294.09,context
2023-09-27 00:00:00,5311.56,context
2023-09-28 00:00:00,5289,context
2023-09-29 00:00:00,5236.31,context
2023-09-30 00:00:00,5053.98,context
2023-10-01 00:00:00,5118.12,context
2023-10-02 00:00:00,3136.76,context
2023-10-03 00:00:00,3249.13,context
2023-10-04 00:00:00,5635.71,context
2023-10-05 00:00:00,5352.04,context
2023-10-06 00:00:00,5573.97,context
2023-10-07 00:00:00,5602.05,context
2023-10-08 00:00:00,5352.84,context
2023-10-09 00:00:00,3366.2,context
2023-10-10 00:00:00,3206.36,context
2023-10-11 00:00:00,5702.57,context
2023-10-12 00:00:00,5578.38,context
2023-10-13 00:00:00,5226.21,context
2023-10-14 00:00:00,5509.75,context
2023-10-15 00:00:00,5820.22,context
2023-10-16 00:00:00,3266.03,context
2023-10-17 00:00:00,3399.76,context
2023-10-18 00:00:00,5639.45,context
2023-10-19 00:00:00,5336.24,context
2023-10-20 00:00:00,5659.03,context
2023-10-21 00:00:00,5291.47,context
2023-10-22 00:00:00,5458.5,context
2023-10-23 00:00:00,3573.37,context
2023-10-24 00:00:00,3437.64,context
2023-10-25 00:00:00,5563.07,context
2023-10-26 00:00:00,5145.15,context
