timestamp,value,split
2024-05-05 00:00:00,97.2508,context
2024-05-06 00:00:00,97.9127,context
2024-05-07 00:00:00,98.8888,context
2024-05-08 00:00:00,96.2809,context
2024-05-09 00:00:00,97.9334,context
2024-05-10 00:00:00,99.0647,context
2024-05-11 00:00:00,100.762,context
2024-05-12 00:00:00,101.647,context
2024-05-13 00:00:00,102.649,context
2024-05-14 00:00:00,103.454,context
2024-05-15 00:00:00,104.811,context
2024-05-16 00:00:00,101.99,context
2024-05-17 00:00:00,99.7191,context
2024-05-18 00:00:00,98.6242,context
2024-05-19 00:00:00,98.4323,context
2024-05-20 00:00:00,99.0071,context
2024-05-21 00:00:00,99.4904,context
2024-05-22 00:00:00,101.172,context
2024-05-23 00:00:00,102.93,context
2024-05-24 00:00:00,101.591,context
2024-05-25 00:00:00,101.956,context
2024-05-26 00:00:00,100.667,context
2024-05-27 00:00:00,100.383,context
2024-05-28 00:00:00,100.869,context
2024-05-29 00:00:00,95.8413,context
2024-05-30 00:00:00,99.3712,context
2024-05-31 00:00:00,100.219,context
2024-06-01 00:00:00,99.3275,context
2024-06-02 00:00:00,102.241,context
2024-06-03 00:00:00,101.71,context
2024-06-04 00:00:00,101.912,context
2024-06-05 00:00:00,101.17,context
2024-06-06 00:00:00,103.708,context
2024-06-07 00:00:00,103.545,context
2024-06-08 00:00:00,103.778,context
2024-06-09 00:00:00,105.669,context
2024-06-10 00:00:00,106.6,context
2024-06-11 00:00:00,106.513,context
2024-06-12 00:00:00,108.302,context
2024-06-13 00:00:00,112.505,context
2024-06-14 00:00:00,113.042,context
2024-06-15 00:00:00,113.241,context
2024-06-16 00:00:00,113.531,context
2024-06-17 00:00:00,115.784,context
2024-06-18 00:00:00,114.748,context
2024-06-19 00:00:00,114.27,context
2024-06-20 00:00:00,111.665,context
2024-06-21 00:00:00,109.7,context
2024-06-22 00:00:00,108.851,context
2024-06-23 00:00:00,108.76,context
2024-06-24 00:00:00,111.685,context
2024-06-25 00:00:00,112.586,context
2024-06-26 00:00:00,111.056,context
2024-06-27 00:00:00,109.85,context
2024-06-28 00:00:00,112.139,context
2024-06-29 00:00:00,114.05,context
2024-06-30 00:00:00,114.098,context
2024-07-01 00:00:00,113.343,context
2024-07-02 00:00:00,115.272,context
2024-07-03 00:00:00,113.567,context
2024-07-04 00:00:00,114.237,context
2024-07-05 00:00:00,118.199,context
2024-07-06 00:00:00,118.563,context
2024-07-07 00:00:00,117.192,context
2024-07-08 00:00:00,117.915,context
2024-07-09 00:00:00,117.087,context
2024-07-10 00:00:00,114.664,context
2024-07-11 00:00:00,115.876,context
2024-07-12 00:00:00,117.835,context
2024-07-13 00:00:00,117.287,context
2024-07-14 00:00:00,116.625,context
2024-07-15 00:00:00,114.955,context
2024-07-16 00:00:00,114.697,context
