timestamp,value,split
2023-04-17 00:00:00,2.03696,context
2023-04-18 00:00:00,2.33232,context
2023-04-19 00:00:00,0.460895,context
2023-04-20 00:00:00,-2.35417,context
2023-04-21 00:00:00,-0.822219,context
2023-04-22 00:00:00,0.509607,context
2023-04-23 00:00:00,2.76928,context
2023-04-24 00:00:00,4.89453,context
2023-04-25 00:00:00,6.38147,context
2023-04-26 00:00:00,3.57244,context
2023-04-27 00:00:00,2.5778,context
2023-04-28 00:00:00,3.13437,context
2023-04-29 00:00:00,6.60614,context
2023-04-30 00:00:00,7.46437,context
2023-05-01 00:00:00,7.53066,context
2023-05-02 00:00:00,5.32374,context
2023-05-03 00:00:00,3.04412,context
2023-05-04 00:00:00,3.96576,context
2023-05-05 00:00:00,1.78665,context
2023-05-06 00:00:00,1.56557,context
2023-05-07 00:00:00,1.60813,context
2023-05-08 00:00:00,4.21215,context
2023-05-09 00:00:00,3.1271,context
2023-05-10 00:00:00,-0.744846,context
2023-05-11 00:00:00,0.975594,context
2023-05-12 00:00:00,0.390814,context
2023-05-13 00:00:00,1.1109,context
2023-05-14 00:00:00,1.43875,context
2023-05-15 00:00:00,1.40638,context
2023-05-16 00:00:00,2.99924,context
2023-05-17 00:00:00,0.649707,context
2023-05-18 00:00:00,0.549905,context
2023-05-19 00:00:00,2.30352,context
2023-05-20 00:00:00,1.60658,context
2023-05-21 00:00:00,-0.349857,context
2023-05-22 00:00:00,1.72097,context
2023-05-23 00:00:00,3.87744,context
2023-05-24 00:00:00,3.66068,context
2023-05-25 00:00:00,0.661802,context
2023-05-26 00:00:00,2.59019,context
2023-05-27 00:00:00,0.419406,context
2023-05-28 00:00:00,1.88177,context
2023-05-29 00:00:00,1.14064,context
2023-05-30 00:00:00,0.243624,context
2023-05-31 00:00:00,0.723667,context
2023-06-01 00:00:00,1.47938,context
2023-06-02 00:00:00,1.34948,context
2023-06-03 00:00:00,3.14108,context
2023-06-04 00:00:00,2.87687,context
2023-06-05 00:00:00,4.86582,context
2023-06-06 00:00:00,5.24473,context
2023-06-07 00:00:00,4.07769,context
2023-06-08 00:00:00,3.04464,context
2023-06-09 00:00:00,1.18626,context
2023-06-10 00:00:00,2.83043,context
2023-06-11 00:00:00,3.05169,context
2023-06-12 00:00:00,0.219057,context
2023-06-13 00:00:00,1.03043,context
2023-06-14 00:00:00,1.09046,context
2023-06-15 00:00:00,4.88818,context
2023-06-16 00:00:00,2.67007,context
2023-06-17 00:00:00,1.55124,context
2023-06-18 00:00:00,4.63727,context
2023-06-19 00:00:00,7.21042,context
2023-06-20 00:00:00,5.90225,context
2023-06-21 00:00:00,5.1996,context
2023-06-22 00:00:00,6.62443,context
2023-06-23 00:00:00,3.25147,context
2023-06-24 00:00:00,1.63437,context
2023-06-25 00:00:00,2.91863,context
2023-06-26 00:00:00,6.60951,context
2023-06-27 00:00:00,6.26107,context
2023-06-28 00:00:00,6.86893,context
2023-06-29 00:00:00,8.89085,context
2023-06-30 00:00:00,11.8134,context
2023-07-01 00:00:00,9.88137,context
2023-07-02 00:00:00,9.4172,context
2023-07-03 00:00:00,11.8991,context
2023-07-04 00:00:00,8.66895,context
2023-07-05 00:00:00,10.2816,context
2023-07-06 00:00:00,8.39105,context
2023-07-07 00:00:00,8.79851,context
2023-07-08 00:00:00,8.61602,context
2023-07-09 00:00:00,7.46535,context
2023-07-10 00:00:00,6.67263,context
2023-07-11 00:00:00,8.0576,context
2023-07-12 00:00:00,10.1565,context
2023-07-13 00:00:00,9.98886,context
2023-07-14 00:00:00,10.2224,context
2023-07-15 00:00:00,11.1887,context
2023-07-16 00:00:00,9.60233,context
2023-07-17 00:00:00,11.1104,context
2023-07-18 00:00:00,12.3371,context
2023-07-19 00:00:00,15.9239,context
2023-07-20 00:00:00,14.0169,context
2023-07-21 00:00:00,12.6109,context
2023-07-22 00:00:00,13.5191,context
2023-07-23 00:00:00,14.2819,context
2023-07-24 00:00:00,12.8365,context
2023-07-25 00:00:00,12.0746,context
2023-07-26 00:00:00,13.0095,context
2023-07-27 00:00:00,11.6628,context
2023-07-28 00:00:00,11.3974,context
2023-07-29 00:00:00,12.0136,context
2023-07-30 00:00:00,13.8561,context
2023-07-31 00:00:00,12.7966,context
2023-08-01 00:00:00,10.2497,context
2023-08-02 00:00:00,8.40687,context
2023-08-03 00:00:00,8.15385,context
2023-08-04 00:00:00,7.94712,context
2023-08-05 00:00:00,9.59109,context
2023-08-06 00:00:00,9.24112,context
2023-08-07 00:00:00,9.77579,context
2023-08-08 00:00:00,10.0933,context
2023-08-09 00:00:00,10.8659,context
2023-08-10 00:00:00,14.1011,context
2023-08-11 00:00:00,15.4243,context
2023-08-12 00:00:00,15.4311,context
2023-08-13 00:00:00,14.769,context
2023-08-14 00:00:00,14.3959,context
2023-08-15 00:00:00,15.3245,context
2023-08-16 00:00:00,16.4071,context
2023-08-17 00:00:00,14.9749,context
2023-08-18 00:00:00,15.4358,context
2023-08-19 00:00:00,12.7032,context
2023-08-20 00:00:00,14.2018,context
2023-08-21 00:00:00,16.1226,context
2023-08-22 00:00:00,15.9496,context
2023-08-23 00:00:00,19.0186,context
2023-08-24 00:00:00,17.165,context
2023-08-25 00:00:00,17.5599,context
2023-08-26 00:00:00,17.5004,context
2023-08-27 00:00:00,17.4054,context
2023-08-28 00:00:00,17.3607,context
2023-08-29 00:00:00,17.704,context
2023-08-30 00:00:00,19.0975,context
2023-08-31 00:00:00,20.909,context
2023-09-01 00:00:00,20.1478,context
2023-09-02 00:00:00,20.8816,context
2023-09-03 00:00:00,19.1593,context
2023-09-04 00:00:00,20.1944,context
2023-09-05 00:00:00,18.6656,context
2023-09-06 00:00:00,20.4122,context
2023-09-07 00:00:00,23.3522,context
2023-09-08 00:00:00,21.9477,context
2023-09-09 00:00:00,17.895,context
2023-09-10 00:00:00,17.5601,context
2023-09-11 00:00:00,20.0304,context
2023-09-12 00:00:00,20.7754,context
2023-09-13 00:00:00,20.8741,context
2023-09-14 00:00:00,22.1155,context
2023-09-15 00:00:00,22.2302,context
2023-09-16 00:00:00,23.4417,context
2023-09-17 00:00:00,23.8728,context
2023-09-18 00:00:00,25.1079,context
2023-09-19 00:00:00,24.2572,context
2023-09-20 00:00:00,24.5098,context
2023-09-21 00:00:00,22.8957,context
2023-09-22 00:00:00,21.3512,context
2023-09-23 00:00:00,23.7585,context
2023-09-24 00:00:00,23.2331,context
2023-09-25 00:00:00,23.7729,context
2023-09-26 00:00:00,23.1529,context
2023-09-27 00:00:00,21.6764,context
2023-09-28 00:00:00,21.5613,context
2023-09-29 00:00:00,23.6396,context
2023-09-30 00:00:00,23.7939,context
2023-10-01 00:00:00,20.5215,context
2023-10-02 00:00:00,20.4941,context
2023-10-03 00:00:00,23.4893,context
2023-10-04 00:00:00,22.609,context
2023-10-05 00:00:00,19.6292,context
2023-10-06 00:00:00,23.0992,context
