timestamp,split,actual,predicted_mean,predicted_q10,predicted_q50,predicted_q90,is_anomaly
2026-04-29 16:05:00,context,43.75,,,,,
2026-04-29 16:10:00,context,44.3915,,,,,
2026-04-29 16:15:00,context,43.8149,,,,,
2026-04-29 16:20:00,context,46.4445,,,,,
2026-04-29 16:25:00,context,44.6851,,,,,
2026-04-29 16:30:00,context,43.4419,,,,,
2026-04-29 16:35:00,context,42.0334,,,,,
2026-04-29 16:40:00,context,42.7761,,,,,
2026-04-29 16:45:00,context,40.8626,,,,,
2026-04-29 16:50:00,context,40.5779,,,,,
2026-04-29 16:55:00,context,37.8252,,,,,
2026-04-29 17:00:00,context,39.0745,,,,,
2026-04-29 17:05:00,context,36.0108,,,,,
2026-04-29 17:10:00,context,34.4874,,,,,
2026-04-29 17:15:00,context,37.053,,,,,
2026-04-29 17:20:00,context,35.6438,,,,,
2026-04-29 17:25:00,context,37.6029,36.7515,33.3553,36.2936,39.6854,0
2026-04-29 17:30:00,context,37.0212,37.2746,33.4268,37.0196,41.2219,0
2026-04-29 17:35:00,context,39.9807,37.2094,32.8808,36.9611,41.8853,0
2026-04-29 17:40:00,context,41.2182,37.6539,32.6122,37.0834,42.6424,0
2026-04-29 17:45:00,context,39.6337,38.0289,32.4234,37.1293,43.2839,0
2026-04-29 17:50:00,context,38.4233,37.7322,31.6399,36.7361,43.6701,0
2026-04-29 17:55:00,context,39.6784,37.8389,31.4574,36.9604,44.2613,0
2026-04-29 18:00:00,context,39.4433,37.9468,31.3557,37.215,45.0686,0
2026-04-29 18:05:00,context,36.1479,38.8878,31.3896,37.585,45.735,0
2026-04-29 18:10:00,context,38.259,38.3172,30.9311,37.5197,46.0272,0
2026-04-29 18:15:00,context,37.0222,38.699,31.1091,37.8751,46.3152,0
2026-04-29 18:20:00,context,37.2308,39.2646,31.0611,38.0643,46.6931,0
2026-04-29 18:25:00,context,38.7031,39.4447,31.4925,38.5914,47.0407,0
2026-04-29 18:30:00,context,39.7363,39.5479,31.7518,38.8472,47.4629,0
2026-04-29 18:35:00,context,39.1614,39.3623,31.6074,38.6567,47.0181,0
2026-04-29 18:40:00,context,38.4789,39.294,31.5917,38.6626,47.0282,0
2026-04-29 18:45:00,context,35.7238,39.6181,31.382,38.7415,46.7528,0
2026-04-29 18:50:00,context,34.4059,38.9452,30.8884,38.3882,46.2921,0
2026-04-29 18:55:00,context,35.3475,39.0501,30.704,38.3851,46.2626,0
2026-04-29 19:00:00,context,35.4636,39.0534,30.6261,38.3578,46.319,0
2026-04-29 19:05:00,context,32.6462,38.2125,30.0314,37.785,45.8187,0
2026-04-29 19:10:00,context,34.4479,38.2586,29.8438,37.9656,45.9722,0
2026-04-29 19:15:00,context,32.6394,38.6684,29.8191,37.9916,46.0937,0
2026-04-29 19:20:00,context,32.5289,38.7437,29.9243,38.2384,46.5739,0
2026-04-29 19:25:00,context,33.0724,39.2349,30.0144,38.6084,46.8042,0
2026-04-29 19:30:00,context,32.195,39.0237,29.9089,38.5881,46.6033,0
2026-04-29 19:35:00,context,34.6527,38.9871,30.1499,38.7333,46.5758,0
2026-04-29 19:40:00,context,35.9574,39.5425,30.2672,39.0265,46.899,0
2026-04-29 19:45:00,context,36.1387,39.5398,30.3973,39.2832,46.9166,0
2026-04-29 19:50:00,context,38.5489,39.4794,30.0555,39.3153,47.084,0
2026-04-29 19:55:00,context,35.658,39.6587,30.0294,39.4347,47.0874,0
2026-04-29 20:00:00,context,35.4374,39.992,30.0381,39.6432,47.2409,0
2026-04-29 20:05:00,context,32.7962,35.4357,32.7265,35.4187,38.244,0
2026-04-29 20:10:00,context,31.1925,35.618,32.359,35.6095,38.9724,1
2026-04-29 20:15:00,context,31.6522,36.0439,32.2434,35.7905,39.5192,1
2026-04-29 20:20:00,context,29.932,36.1533,32.1672,35.9725,40.1247,1
2026-04-29 20:25:00,context,31.1655,36.4051,32.0815,36.1848,40.6032,1
2026-04-29 20:30:00,context,32.7649,36.7168,32.2542,36.434,41.0559,0
2026-04-29 20:35:00,context,32.9462,36.9428,32.3508,36.6337,41.3885,0
2026-04-29 20:40:00,context,29.9126,37.1077,32.2246,36.7296,41.5722,1
2026-04-29 20:45:00,context,28.663,36.9547,31.9901,36.6848,41.8081,1
2026-04-29 20:50:00,context,29.8981,36.6355,31.6195,36.3791,41.6908,1
2026-04-29 20:55:00,context,30.1327,36.5547,31.3821,36.2023,41.5978,1
2026-04-29 21:00:00,context,26.2593,36.1882,30.999,35.8762,41.4923,1
2026-04-29 21:05:00,context,26.2833,36.0069,30.7156,35.6587,41.4443,1
2026-04-29 21:10:00,context,26.845,35.8059,30.4746,35.4872,41.3176,1
2026-04-29 21:15:00,context,25.8888,35.8708,30.2917,35.3522,41.3397,1
2026-04-29 21:20:00,context,27.7971,35.8477,30.1265,35.2461,41.3249,1
2026-04-29 21:25:00,context,26.9104,35.7567,30.1121,35.2491,41.3056,1
2026-04-29 21:30:00,context,26.1403,35.8991,30.2173,35.3542,41.4168,1
2026-04-29 21:35:00,context,27.056,35.9921,30.3597,35.565,41.618,1
2026-04-29 21:40:00,context,29.9683,36.4829,30.6466,35.9189,41.9083,1
2026-04-29 21:45:00,context,32.2076,36.6549,30.7223,36.0722,42.2165,0
2026-04-29 21:50:00,context,32.2152,36.7578,30.8482,36.333,42.4544,0
2026-04-29 21:55:00,context,32.3757,37.0583,31.0137,36.5277,42.6677,0
2026-04-29 22:00:00,context,33.0058,36.8467,30.9268,36.4866,42.5452,0
2026-04-29 22:05:00,context,28.4821,36.9188,30.7494,36.5734,42.8027,1
2026-04-29 22:10:00,context,29.1772,37.0425,30.7666,36.65,42.8707,1
2026-04-29 22:15:00,context,27.7007,37.2239,30.8947,36.808,43.1281,1
2026-04-29 22:20:00,context,28.0245,37.173,30.8741,36.9448,43.3884,1
2026-04-29 22:25:00,context,27.4809,37.3327,30.7025,36.9937,43.4751,1
2026-04-29 22:30:00,context,28.1117,37.3606,30.8662,37.2227,43.7136,1
2026-04-29 22:35:00,context,28.0733,37.5381,30.9347,37.2229,43.8247,1
2026-04-29 22:40:00,context,23.254,37.5469,31.0781,37.4187,43.9935,1
2026-04-29 22:45:00,context,24.0354,24.1599,22.5209,24.2198,26.0693,0
2026-04-29 22:50:00,context,25.3946,24.3091,22.1132,24.1041,26.3708,0
2026-04-29 22:55:00,context,26.2555,24.0566,21.7516,23.9812,26.523,0
2026-04-29 23:00:00,context,26.1645,23.5218,20.9237,23.4172,26.1788,0
2026-04-29 23:05:00,context,27.4555,23.2981,19.9368,22.6934,25.8899,1
2026-04-29 23:10:00,context,27.6181,22.6789,19.5224,22.5122,25.8801,1
2026-04-29 23:15:00,context,27.9458,22.9976,19.2169,22.4444,26.0534,1
2026-04-29 23:20:00,context,29.1346,23.5814,19.6738,22.9717,26.7564,1
2026-04-29 23:25:00,context,29.1221,23.8623,19.8425,23.3786,27.3591,1
2026-04-29 23:30:00,context,27.2207,24.2888,20.2636,24.0872,28.0129,0
2026-04-29 23:35:00,context,23.294,25.6472,21.3961,25.0332,29.3154,0
