timestamp,split,actual,predicted_mean,predicted_q10,predicted_q50,predicted_q90,is_anomaly
2026-03-16 01:00:00,context,377.275,,,,,
2026-03-16 02:00:00,context,405.334,,,,,
2026-03-16 03:00:00,context,415.43,,,,,
2026-03-16 04:00:00,context,430.099,,,,,
2026-03-16 05:00:00,context,414.519,,,,,
2026-03-16 06:00:00,context,555.502,,,,,
2026-03-16 07:00:00,context,618.606,,,,,
2026-03-16 08:00:00,context,771.985,,,,,
2026-03-16 09:00:00,context,799.682,,,,,
2026-03-16 10:00:00,context,711.723,,,,,
2026-03-16 11:00:00,context,633.261,,,,,
2026-03-16 12:00:00,context,541.697,,,,,
2026-03-16 13:00:00,context,476.967,,,,,
2026-03-16 14:00:00,context,430.92,,,,,
2026-03-16 15:00:00,context,504.531,,,,,
2026-03-16 16:00:00,context,560.961,,,,,
2026-03-16 17:00:00,context,635.047,571.334,492.532,568.889,673.142,0
2026-03-16 18:00:00,context,775.518,599.648,489.512,588.397,724.649,0
2026-03-16 19:00:00,context,858.015,604.882,468.766,598.45,765.39,0
2026-03-16 20:00:00,context,811.813,609.688,451.336,604.808,797.186,0
2026-03-16 21:00:00,context,605.772,586.254,419.941,586.65,792.246,0
2026-03-16 22:00:00,context,502.065,569.651,404.083,563.434,770.29,0
2026-03-16 23:00:00,context,498.682,544.92,389.882,538.154,739.76,0
2026-03-17 00:00:00,context,385.826,512.787,369.172,511.105,710.09,0
2026-03-17 01:00:00,context,360.458,487.043,344.994,481.371,683.789,0
2026-03-17 02:00:00,context,386.289,483.815,335.009,469.307,678.883,0
2026-03-17 03:00:00,context,417.05,484.625,345.275,480.163,679.57,0
2026-03-17 04:00:00,context,414.503,498.168,350.013,489.817,698.793,0
2026-03-17 05:00:00,context,434.617,509.802,349.69,499.521,719.304,0
2026-03-17 06:00:00,context,509.635,529.549,348.06,518.574,753.522,0
2026-03-17 07:00:00,context,621.242,539.507,346.429,534.53,781.258,0
2026-03-17 08:00:00,context,726.614,570.111,359.021,564.627,821.628,0
2026-03-17 09:00:00,context,868.45,567.988,356.705,567.059,827.273,0
2026-03-17 10:00:00,context,761.94,550.495,353.727,551.359,801.598,0
2026-03-17 11:00:00,context,669.349,533.054,344.666,527.719,768.796,0
2026-03-17 12:00:00,context,516.064,512.484,323.646,504.778,739.138,0
2026-03-17 13:00:00,context,452.999,492.248,314.596,486.818,718.535,0
2026-03-17 14:00:00,context,413.743,478.195,308.88,470.644,702.782,0
2026-03-17 15:00:00,context,379.026,477.823,322.281,477.256,705.572,0
2026-03-17 16:00:00,context,489.396,497.891,330.102,483.843,711.961,0
2026-03-17 17:00:00,context,588.428,495.754,318.357,480.327,716.46,0
2026-03-17 18:00:00,context,685.521,505.591,324.21,490.74,732.521,0
